epoch,phase,learning_rate,training_loss,training_nll,training_fp_loss,validation_nll
1,pretrain,0.001,8.00701004789381,8.00701004789381,1195173512.5676382,7.803382300170239
2,pretrain,0.001,7.797171561114012,7.797171561114012,3462940.478640924,7.7791755565101255
3,pretrain,0.001,7.774629615901617,7.774629615901617,37181390.97702151,7.766652536472206
4,pretrain,0.001,7.771413626568406,7.771413626568406,2238038.5598765165,7.7635204114783
5,pretrain,0.001,7.769615190361817,7.769615190361817,2384325.3517985186,7.76278796411603
6,pretrain,0.001,7.768324311746827,7.768324311746827,36076179.269304216,7.761617538703118
7,pretrain,0.001,7.765024880658082,7.765024880658082,1584137.0928723612,7.76125141700079
8,pretrain,0.001,7.767700737540802,7.767700737540802,877890587.734074,7.760656487903954
9,pretrain,0.001,7.761994014767593,7.761994014767593,57113117.795569584,7.7601764735327965
10,pretrain,0.001,7.762978787116003,7.762978787116003,411161080.2580032,7.759571848377123
11,pretrain,0.001,7.7622090349476505,7.7622090349476505,16773411.58304517,7.759159758193982
12,pretrain,0.001,7.762998534293454,7.762998534293454,1313834.4886851734,7.758991107454258
13,pretrain,0.001,7.7590648891452885,7.7590648891452885,6091830.990561653,7.759246533122102
14,pretrain,0.001,7.761227974266073,7.761227974266073,2207346.49686887,7.758559583008913
15,pretrain,0.001,7.762643040786191,7.762643040786191,60050720.061989546,7.758531640682479
16,pretrain,0.001,7.762562487192235,7.762562487192235,1353950.842611489,7.758259536579173
17,pretrain,0.001,7.762615640344863,7.762615640344863,5478668.526371168,7.758654023987741
18,pretrain,0.001,7.760102995554568,7.760102995554568,8989842.417339114,7.758158348998539
19,pretrain,0.001,7.7652719905138845,7.7652719905138845,957287.6656706857,7.7583190448320005
20,pretrain,0.001,7.762023823312509,7.762023823312509,50141215.24750212,7.757932103215179
21,pretrain,0.001,7.762380674523923,7.762380674523923,1109040.922100562,7.7579149584970635
22,pretrain,0.001,7.761359426372992,7.761359426372992,6140797.959170209,7.7577369672567
