# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091226 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
checkpoint_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
500,1,0.65013828809093588,0.039407344414696205,0.060458114460729462,0.044279854520629318
500,2,0.61954649218023405,0.03979028074620649,0.00045867855260439683,0.044135740812050385
500,3,0.62469553721666671,0.043103672752862608,0.019358371805537899,0.043513430589618915
500,4,0.60318531597283709,0.039589641740043043,-0.018666242767721997,0.044284942354516348
500,5,0.67881826764755715,0.04620800117103116,-0.060916057365830056,0.044749746598763851
500,6,0.56515852025813729,0.038664213737056453,-0.040370291295403149,0.04305809187126023
500,7,0.59352331824493376,0.040565222212266862,0.12788000108048436,0.043270198595062224
500,8,0.73697032600239254,0.049129315322255111,-0.064801079097378533,0.044071082632472551
500,9,0.63303562208056974,0.043363275362557095,-0.034877723468525801,0.042497729667804893
500,10,0.64652289350306091,0.04719118800243742,-0.014194090961609618,0.042856601569677528
500,11,0.69014836206503105,0.051366951837800837,0.026887709886068478,0.044793818005956228
500,12,0.63503447448238148,0.043687486543264015,-0.062220128666467645,0.044892118599021258
500,13,0.64307234603438701,0.038920547839113022,0.057673664144786585,0.043566494050509198
500,14,0.62693020107144548,0.042754578650658827,-0.030268822583252586,0.04344617492056356
500,15,0.65159059459665514,0.040904389672450067,-0.0576308482013701,0.04492313604617338
500,16,0.67162312052005291,0.05667328544330389,0.0027759127206081757,0.042724770722285456
500,17,0.66773559056855447,0.044930240223796457,0.044067401878237433,0.044350435510653867
500,18,0.62112669068028481,0.043141365367564154,0.029694780714635272,0.043702097279020413
500,19,0.64279361381795752,0.047881523818087482,-0.047381208030856214,0.04435761401909577
