# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091301 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
checkpoint_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
500,1,0.30527742442312111,0.001566888881011393,0.0036892744308926924,0.00047652607178589191
500,2,0.28836227516938784,0.0024334693311464013,0.0062727733847046168,0.0017077739097370336
500,3,0.29164656923584936,0.0026421706188580361,0.0058972653337006032,0.0017080985030545725
500,4,0.29507073036706044,0.0027813314057805955,0.0085715246704866875,0.0017010002178873055
500,5,0.2947187963225687,0.002903998255271531,0.0071542352138112822,0.0016841287984538246
500,6,0.29543380313558487,0.0028624783536295132,0.0096201245321655814,0.0018029201293214756
500,7,0.29513034443441472,0.0029236356772814162,0.0076308536876213695,0.0018037168904928192
500,8,0.29466751284986953,0.0032146033932509699,0.0075164457786163277,0.0016397301486613374
500,9,0.29283134848313858,0.003121339106867016,0.0081309957615832811,0.0016700647505179576
500,10,0.29545216240087963,0.003046621205944003,0.0066440438702473062,0.00172407524985237
500,11,0.29619253337071133,0.0031844194416244856,0.0070189087108264801,0.0017582641864570072
500,12,0.29492434439805326,0.0037167506934109589,0.0056059826112842687,0.0016931631983347836
500,13,0.30029691491676641,0.0039189424842254218,0.0056732532578740898,0.0018565257575606762
500,14,0.29930834045971821,0.0036865247729015393,0.0051927608007474512,0.0017556064911911462
500,15,0.30086550358091352,0.0037216184450895805,0.0033752117236575648,0.0017618541375973343
500,16,0.29910915276392758,0.0036951051963639496,0.0033741616611869148,0.0017154027183702125
500,17,0.30189168406690242,0.0037738544483645791,0.0057535268971987364,0.0018335302686821261
500,18,0.30475371814036567,0.0038923793708716169,0.0047378257195078485,0.0018000183686845438
500,19,0.30412498881178635,0.0040279444597621341,0.0034325645662890893,0.0018342301398053347
500,20,0.30409457939354884,0.0042727504578520571,0.0029215774603652046,0.0017429864613745496
500,21,0.30376939932460306,0.0042722745368151847,0.0031383982610701765,0.0017543276697330624
500,22,0.30377443179096902,0.0041741390527102315,0.0013485005243261009,0.0018885153675350266
500,23,0.30808292037042417,0.0042023986759116777,0.0026282837203971759,0.0017778218680231503
500,24,0.30869092248556868,0.0045587869103778924,0.0040194203315702705,0.001700601585657558
500,25,0.31273052926839956,0.004832098005713918,0.0035695632712065281,0.0017683829339520704
500,26,0.31350781087528024,0.0051420113573313591,0.0030492278283307346,0.0018246598458457215
500,27,0.3201417179268628,0.0054969531477833955,0.0042420944893420114,0.0016923676441522671
500,28,0.31891661966243479,0.0052192485906998988,0.0045005558634174754,0.0017612945166127427
500,29,0.31975361809249214,0.0051733186155954562,0.0020626657314183573,0.0017483058852806933
500,30,0.32056458014450451,0.0051861446699989575,0.001035019920303951,0.0018578734088442633
500,31,0.32158277893664733,0.0059879916952252348,0.0022174683675145997,0.0017841909534310225
500,32,0.32502487402435282,0.0062427473532674855,0.0036438469818292009,0.0018181490639361333
500,33,0.32544884444905658,0.0062696936134781951,0.0023996011745781066,0.0017379980234796821
500,34,0.32742336006353107,0.006583151258340289,0.002831812599483674,0.0016469378195062643
500,35,0.32686542698255705,0.0062747403606885563,0.0015604653201346998,0.0017858813393011718
500,36,0.32558810747921069,0.0061553602166590045,0.0010949114969929293,0.0017462190491005646
500,37,0.3264187087691009,0.0058386651028358421,0.0010651236963630769,0.0017451385667433214
500,38,0.33028257852838389,0.0058455395915706252,0.0012538212833783095,0.0018131866326259484
500,39,0.33253305111014553,0.005927384177044661,0.0019356513789844324,0.0017216807838234367
500,40,0.33365176795702545,0.0062303152224473194,0.0010527047761378782,0.0017749189116629499
500,41,0.33684334707675773,0.0065082716711034909,0.0022351287232719678,0.0019162537738534791
500,42,0.33903696146200218,0.006591754176153224,0.0039290887659331865,0.0017988683958610574
500,43,0.33845899413951558,0.0063315156739464466,0.0025786485910358732,0.0018077648843902801
500,44,0.33489718616989445,0.0059122197930793477,0.0047436227694366241,0.0017639453210407964
500,45,0.33593511144530208,0.0059966876058389551,0.0014485952048581929,0.0018926327521361216
500,46,0.33386791959942186,0.0059019875018822329,0.00035860345264310142,0.0018037112242120542
500,47,0.33527255147214818,0.0058505446206499421,0.0020260232707676362,0.0017420926484736305
500,48,0.33831170853629638,0.0060627553969649379,0.00054088001045000998,0.0017081523187957937
500,49,0.33567484812607851,0.0062151447166585621,0.0015045018622702848,0.001781233337489997
500,50,0.33993833176330834,0.0067923957676994558,-0.0003316219293157134,0.0017810715426580497
500,51,0.34146703942593315,0.006592289642245959,0.00097185825620425327,0.0018593648322304745
500,52,0.33987360314947646,0.0061207990859028123,-0.0024579826795118409,0.0017861879727851062
500,53,0.34241505364318681,0.0067253418096895256,-4.9256067918856727e-05,0.0019222476327831208
500,54,0.34478652192643311,0.0073054817464839805,0.0015365376865571828,0.001804909283801772
500,55,0.34539428191053151,0.0070663661628531356,7.192612156633808e-05,0.001673934959560616
500,56,0.34711519191588686,0.0069120807715135632,0.0023778473387131029,0.001852894639544053
500,57,0.34799718532215634,0.0070211168017635418,0.0022263251190283604,0.0018629595621012704
500,58,0.34554292282983373,0.0067444814740336345,0.00054494768840605585,0.0017635339275425812
500,59,0.34408154389697571,0.0068372676945793369,-0.00066120675094191066,0.0017380090288879419
500,60,0.34844005163493669,0.0068754675036482244,-0.002178356714269932,0.0018835211784511015
500,61,0.35043417230624191,0.0072162908931623021,-0.00026705723763466169,0.0017403513620775459
500,62,0.34956171091452082,0.0072695620545736184,-0.00081595210954636568,0.0019048992590622344
500,63,0.35019742570098522,0.0071761980582609516,-0.00053766554086497964,0.0018792498800112554
500,64,0.35057269805109947,0.0068831529844670591,-0.00056144911928386859,0.0018017607327010909
500,65,0.34552415880068654,0.0065592050309416037,-0.00027688214812093999,0.0018048765691740399
500,66,0.34550345705707258,0.0065051115160709603,0.0012488730990844715,0.001755477281413322
500,67,0.34467605663939033,0.0066185525319085925,0.001376626691753977,0.0018197578582412163
500,68,0.34733430962605216,0.006482460229674393,0.00068097855264700287,0.0017402711914009216
500,69,0.34922488937244378,0.0068368122484982127,0.0028648313179121037,0.0017280751424939354
500,70,0.35512504865311828,0.0076470218014443071,0.0039529633988481406,0.0018682725521674986
500,71,0.35748254698100596,0.0075584521053067948,0.0023047806302559778,0.0019477497766040366
500,72,0.35757176015756248,0.0073257087400911431,-0.00050888299311309718,0.0016698926373965653
500,73,0.35718786115983991,0.0074230184290981355,-0.0002183481740501801,0.0017934908033191361
500,74,0.35722620696447943,0.007275336873846969,0.00058620039749682912,0.0018734644835174973
500,75,0.35225710464709581,0.007056203606576981,-0.00027770556902986218,0.0018384869369333571
500,76,0.35095182072957892,0.0072108765164064807,0.00023098718300263848,0.0017051189640755978
500,77,0.35614419721536683,0.0074879928192298773,-0.00073649948383081271,0.0016442934676860063
