# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091300 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
checkpoint_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
8000,1,0.30865236293720955,0.020599710833456356,-0.038141927934020714,0.043658294477427549
8000,2,0.27637500309108987,0.022007845173463648,-0.00956934699206613,0.044483009467784954
8000,3,0.29038832506194012,0.020557200508979644,-0.029366073961682559,0.043768388779576624
8000,4,0.26155164355679972,0.018328744323514338,0.02208696898924245,0.044435850734218733
8000,5,0.29956884562079722,0.021611160150606844,-0.0040840130677679554,0.045851675852088561
8000,6,0.33017003281497637,0.025177286122068415,0.054071928996108909,0.043605196816628354
8000,7,0.3085642947364704,0.021755911551523077,-0.042779779146258079,0.043586990187619599
8000,8,0.2750488898536787,0.020293054594105509,0.08464749319261955,0.043590903092645662
8000,9,0.25931605480104736,0.019164170984264085,-0.020878155645732477,0.044028934046633626
8000,10,0.28248321147867728,0.021861535197650647,0.023190292542494717,0.043581473763431536
8000,11,0.35402677570982632,0.02886408369030552,-0.058264980783860665,0.04249200936640285
8000,12,0.30730718124752343,0.027665332412117064,-0.089775322037894512,0.043076296415189411
8000,13,0.32567210329466434,0.025511497688045972,0.00049571456384001067,0.044333767227159905
8000,14,0.31537044543028969,0.028303966955634727,0.063035372935701162,0.043153660354800526
8000,15,0.33263558144790295,0.029298482996922826,-0.024058825798192629,0.042706593818360568
8000,16,0.29260548949105214,0.025058925499344301,0.0057012690740521066,0.04397864189649163
8000,17,0.31896703203346988,0.024202829492318719,-0.026080442279635463,0.041977889249363957
8000,18,0.3226216688887007,0.032267400615559834,0.011936198290641187,0.046221084543648025
8000,19,0.31600329303819308,0.026232594165504001,0.023323314905837833,0.043260371072653563
8000,20,0.31523932780977493,0.026364231684604878,-0.033551391938772213,0.043774210308470153
8000,21,0.26809196852718742,0.019136120437677869,-0.036972549967188684,0.045364734409519665
8000,22,0.29854362821879477,0.021522639068006191,-0.012112178535971907,0.043839196001240754
8000,23,0.26177380059380084,0.017696005161559419,-0.031551695481539355,0.04340676295051013
8000,24,0.33338483390457441,0.02462851328104609,0.007633380351762753,0.044582026782414415
8000,25,0.30962928459939576,0.027959379933709269,0.012571428318551625,0.043092115790854438
8000,26,0.30231946451988279,0.032723210584066173,-0.011349213174298711,0.044160994936964404
8000,27,0.32919852920531412,0.024693910278718111,-0.031192774878036289,0.042944961271127388
8000,28,0.36116028341075435,0.035840432082480805,-0.046773403323641105,0.042976574520315086
8000,29,0.32391545776681596,0.032473694079589062,0.075975802759330691,0.043406113717401461
8000,30,0.29530658809380839,0.023416546260099144,0.044929469611815875,0.044900756538740358
8000,31,0.28858742397460446,0.027595556216489344,-0.0035921179769502487,0.045706546432684632
8000,32,0.30624072728869578,0.025824002903555549,-0.002048344684226322,0.04475614059160124
8000,33,0.31839007573239542,0.029158170068640368,0.04670863753563026,0.045288063103550984
8000,34,0.33285153185556737,0.029225740697616302,0.01895603158573067,0.043500415607844102
8000,35,0.35298975158352164,0.025681684382128672,0.092095827903904137,0.04294790745612144
8000,36,0.32860169074228907,0.028268441736934168,0.038279244549457303,0.044012765917293625
8000,37,0.33514288711421614,0.033362729766152399,8.3375998656265438e-05,0.043860868111441208
8000,38,0.34240946727345545,0.03505672975473189,0.058813508683670079,0.042922892152349672
8000,39,0.35712675803142702,0.03907518870642001,-0.021286739210154337,0.044759059426979608
8000,40,0.34775264948666518,0.030340484297455492,-0.023114286221243674,0.044737029708029952
8000,41,0.39700640378987373,0.042635191948045742,0.06377624808010296,0.044091478590233699
8000,42,0.31196135832169603,0.021540544203445623,-0.016208364091653493,0.044319125371196172
8000,43,0.31439881235223766,0.025634365744840966,0.065529733665243839,0.042289346805307611
8000,44,0.3051614106680347,0.025355712767656472,0.030877071405484458,0.044066113638840977
