epoch,phase,learning_rate,training_loss,training_nll,training_fp_loss,validation_nll
1,pretrain,0.001,8.035482992124184,8.035482992124184,63032564.60462376,7.826412378038154
2,pretrain,0.001,7.813588733450304,7.813588733450304,28412823.858326778,7.796436796419289
3,pretrain,0.001,7.79343603533605,7.79343603533605,16893352.028928373,7.789383114315389
4,pretrain,0.001,7.791152374365954,7.791152374365954,12660982.599987037,7.7884536038640535
5,pretrain,0.001,7.790545511738982,7.790545511738982,5616361.551527265,7.787623002462427
6,pretrain,0.001,7.790529686360902,7.790529686360902,41514366.691122375,7.786439019339816
7,pretrain,0.001,7.788316201419987,7.788316201419987,22387116.421775106,7.785951577497146
8,pretrain,0.001,7.786716531419036,7.786716531419036,2739773083.2963676,7.785413288594063
9,pretrain,0.001,7.79094734756907,7.79094734756907,9103276.938077966,7.78487891699599
10,pretrain,0.001,7.789078888040269,7.789078888040269,10513887.30809505,7.7845964137325705
11,pretrain,0.001,7.786342511020784,7.786342511020784,405748061.44255334,7.784173932359341
12,pretrain,0.001,7.786064838312477,7.786064838312477,466284395.72118926,7.78373669019156
13,pretrain,0.001,7.785906454958359,7.785906454958359,44161463.06204614,7.783146564372831
14,pretrain,0.001,7.786647691142099,7.786647691142099,60826676.45876006,7.783284346823389
15,pretrain,0.001,7.784408164779076,7.784408164779076,8988419.606989928,7.783144531149097
16,pretrain,0.001,7.783999060386957,7.783999060386957,39376443.83755354,7.782985768856695
17,pretrain,0.001,7.783627029751861,7.783627029751861,101826265.43086384,7.782485074451707
18,pretrain,0.001,7.787245392428981,7.787245392428981,2846901272.6605945,7.781989147410283
19,pretrain,0.001,7.780380207257116,7.780380207257116,63383114.741556086,7.781899516458984
20,pretrain,0.001,7.787057887926232,7.787057887926232,6306411.044491915,7.782008714577824
21,pretrain,0.001,7.783905207917472,7.783905207917472,7107776.249125538,7.782142663013927
22,pretrain,0.001,7.784638993904941,7.784638993904941,198348749.6046044,7.781597491806833
23,pretrain,0.001,7.784750703198677,7.784750703198677,3859202.69761724,7.781517081699672
24,pretrain,0.001,7.785195318442607,7.785195318442607,185792271.24465013,7.781703439046552
25,pretrain,0.001,7.789367460585743,7.789367460585743,2747464313.8962126,7.781962612859971
26,pretrain,0.001,7.784805368037477,7.784805368037477,27317163.13022203,7.781673980662646
27,pretrain,0.001,7.785298349369491,7.785298349369491,50527441.815010935,7.781748490826928
28,pretrain,0.001,7.782299375041515,7.782299375041515,512603474.13328874,7.781302684832511
29,pretrain,0.001,7.783747535871368,7.783747535871368,3599696.275915219,7.781365257986615
30,pretrain,0.001,7.785711157550457,7.785711157550457,34185331.08682726,7.781226471286814
31,pretrain,0.001,7.786642956016825,7.786642956016825,10070102.921924451,7.781597082371912
32,pretrain,0.001,7.785010979120783,7.785010979120783,8498497.847654138,7.781246999050115
33,pretrain,0.001,7.784669673736307,7.784669673736307,37120444.61174729,7.781333335897212
34,pretrain,0.001,7.784192207891745,7.784192207891745,4726308.092299489,7.781720018738483
35,pretrain,0.001,7.785543696257498,7.785543696257498,8535902.739643395,7.7811923393906754
36,pretrain,0.001,7.784007900446092,7.784007900446092,10771245.989439068,7.78138651515976
37,pretrain,0.001,7.787348000105112,7.787348000105112,16817852.43780541,7.781475472744726
38,pretrain,0.001,7.784120794806166,7.784120794806166,463450492.2358846,7.781457569000754
39,pretrain,0.001,7.785610044346317,7.785610044346317,9546984.067074085,7.781076503356243
40,pretrain,0.001,7.7876354909521615,7.7876354909521615,3438479.6917838226,7.780994240912244
41,pretrain,0.001,7.783280026034056,7.783280026034056,486271113.7684221,7.781698971815863
42,pretrain,0.001,7.783678335178035,7.783678335178035,32500383.98382875,7.781014738202309
43,pretrain,0.001,7.786593159554858,7.786593159554858,1195988813.294851,7.781054723527407
44,pretrain,0.001,7.784199519285314,7.784199519285314,3586767.2792648445,7.781104169574685
45,pretrain,0.001,7.7834865334430425,7.7834865334430425,32705848.256971993,7.781026362700572
46,pretrain,0.001,7.786918084461149,7.786918084461149,515238862.7920149,7.781086937065892
47,pretrain,0.001,7.782863214022931,7.782863214022931,2743048.793997672,7.781348720177617
48,pretrain,0.001,7.78483770869819,7.78483770869819,9821284.614018138,7.780912123367677
49,pretrain,0.001,7.784223964070481,7.784223964070481,3746901.372828594,7.781193142412531
50,pretrain,0.001,7.78764164553392,7.78764164553392,120910611.54732342,7.780937881330643
51,joint,0.001,35061.857056118875,7.858284834853018,350539.98771283997,7.94873474016933
52,joint,0.001,1368594.9684415027,7.975910006829613,13685869.925314954,8.0048123252027
53,joint,0.001,76.13248961839595,8.042215102756902,680.9027451563908,8.058520201733348
54,joint,0.001,246.33516902980696,8.092017027053513,2382.4315200275337,8.103602015723204
55,joint,0.001,138.54011269919405,8.129795129087704,1304.1031757010644,8.133525062541551
56,joint,0.001,10223.23996286487,8.144337979180426,102150.95624885685,8.125988950598678
57,joint,0.001,113940.37170837073,8.150712926587087,1139322.2099544408,8.151093635164253
58,joint,0.001,69252.68772789717,8.157245514977543,692445.3048238218,8.155134212354234
59,joint,0.001,591.4967514590423,8.163985273334374,5833.32766185708,8.154679390954236
60,joint,0.001,47.07885139952967,8.168434287280046,389.1041711224961,8.167049796977514
61,joint,0.001,210.5839621976416,8.17123257294841,2024.1272962469325,8.16306727935224
62,joint,0.001,267209.35731214733,8.166089659909828,2672011.9122248753,8.158933069347624
63,joint,0.001,3683.0826219467604,8.162858227130748,36749.19763719631,8.152912253857778
64,joint,0.001,444.719127158733,8.160279162931289,4365.588479958014,8.159179746134654
